,date,city,musical,cast,theatre
0,2024-05-24 19:30:00,上海,基督山伯爵,叶麒圣 娄艺潇 李炜鹏 夏振凯 孙葛川野 周默涵 王颢珏 黄恩茹 丁宇佳 苏晔 丁臻滢 桑可舟,上海文化广场主剧场
1,2024-05-24 19:30:00,上海,德米安,郭耀嵘 刘乙萱,上海大剧院中剧场
2,2024-05-24 19:30:00,上海,嗜血博士,沈育奇 徐佳文 潘珏辰,星空间1023号·涵金小剧场
3,2024-05-24 19:30:00,上海,桑塔露琪亚,郝李英杰 徐昊 朱亮,星空间6号·一台好戏小剧场
4,2024-05-24 19:30:00,上海,阿波罗尼亚,施博威 宋周鑫 牛博为,星空间1号·一台好戏小剧场
5,2024-05-24 19:30:00,上海,FLAMES火焰,钱安琪 钟嘉诚 夏阳,星空间4号·缪时客小剧场
6,2024-05-24 19:30:00,上海,辛吉路的画材店,李珏 于滨嘉 车鸣笛,星空间2号·好好有戏剧场
7,2024-05-24 19:30:00,上海,灯塔,宋凯文 蔡淇 孙欣业,星空间9号·鲸剧场
8,2024-05-24 19:30:00,上海,翻国王棋,邵玎 遇泓羊 郭亢 薛尚文 宋元明 郑涵一,星空间77号·鲸剧场
9,2024-05-24 19:30:00,上海,嘿！亚利桑那,吴杭律 王桓 王逸飞 张烜尔 李泽晨 李子涵 孙金瀚,嘿！亚利桑那
10,2024-05-24 19:30:00,上海,摇滚太白·诗与星,左一平 庞雪倩 牟潇钰,星空间407号·她剧场
11,2024-05-24 19:30:00,上海,少年歌行·梵音谣,梁庆海 申昊川 范浩泽 王梓,星空间81号·白剧场
12,2024-05-24 19:30:00,上海,梦微之,许昌泰 卢翰林,星空间33号 鲸·剧场
13,2024-05-24 19:30:00,上海,时光代理人,滕春鹏 吴以瀚 邓贤凌 李恩妤 张嘉豪,时光剧场
14,2024-05-24 19:30:00,上海,#0528,李存贤 余镇鳌 赵洪博,星空间28号·好好有戏小剧场
15,2024-05-24 19:30:00,上海,谋杀歌谣,刘官卫 孙叶雨 赵海宇 杜钇樵,长宁来福士The Bell 钟楼演艺新空间
16,2024-05-24 19:30:00,上海,来自月亮的你,胡迪 冯鑫垚 姜义哲 于梦滢,五角场合生汇B2城市集市·L空间
17,2024-05-24 19:30:00,北京,人间失格,白举纲 刘令飞 陈恬 张玮伦 张沁丹,天桥艺术中心大剧场
18,2024-05-24 11:00:00,成都,熊猫,,熊猫剧院
19,2024-05-24 14:00:00,成都,熊猫,,熊猫剧院
20,2024-05-24 19:30:00,成都,灯塔,郑金铠 王世鑫 陈志鹏,西部文化产业中心·鲸剧场
21,2024-05-24 19:30:00,成都,貂蝉，你在想什么？,陈雨秋 董志勇 刘威 郭颂兰 王胜强,四川歌舞大剧院
22,2024-05-24 19:30:00,广州,阿波罗尼亚,郭洧江 赵嘉恒 邓欣锐,阿波罗尼亚·广州馆
23,2024-05-24 19:30:00,武汉,灯塔,曾阵 周靖杰 汤俊军,武汉剧院小剧场
24,2024-05-24 19:30:00,武汉,小说,唐飞 刘子赫 刘秫呈,武演新空间（梦时代馆）
25,2024-05-24 19:30:00,武汉,拜风,黄磊 董研峰 夏梦,武汉歌舞剧院520空间
26,2024-05-24 20:00:00,深圳,飞天,高天鹤 李泽美 甘泉 杨璐 何东俊 葛诺亚,深圳大剧院大剧场
27,2024-05-24 19:30:00,南京,狄俄尼索斯,娄睿 田祥晔 王瑞 林甫,布洛幕小剧场
28,2024-05-24 14:00:00,西安,丝路之声,谭建业 刘玥岑 周熙智 孙晶俐 张书豪 尉梦飞 孙紫薇 韩烨 林梦圆 张潇寒,丝路欢乐世界·琴音剧场
29,2024-05-24 19:30:00,苏州,星辰,郑棋元 刘彬濠 方圆 李金哲 黄湙云 宁馨儿,苏州湾大剧院歌剧厅
30,2024-05-24 20:00:00,珠海,南墙计划,徐均朔 李秋盟 刘浩冉 徐杭 李泽熙 吴锦铎 周钰斐 黄可 吴志军 杨济连 赵雅妮 赵钱龙 姜均,珠海金湾艺术中心·大剧院(A馆)
31,2024-05-24 19:30:00,南昌,致青春,王帅 陈莹 邝丹洁,红谷滩大剧场
32,2024-05-24 19:00:00,衢州,绽放,袁东方 淮梓伦 代玮 王琳瑶 徐梦丹 王迎月圆 桑云龙 许越,衢州保利大剧院大剧场
0,2024-05-25 14:00:00,上海,基督山伯爵,阿云嘎 娄艺潇 李炜鹏 姜彬 孙葛川野 周默涵 王颢珏 陈恬 丁宇佳 苏晔 于佳鑫 桑可舟,上海文化广场主剧场
1,2024-05-25 14:00:00,上海,爱情神话,施哲明 王昊 蒋倩如 丁臻滢 赵嘉艳 赵毅劼 井彦乔 冯镝霏 Hamza Al-sal 徐磊,临港演艺中心
2,2024-05-25 14:00:00,上海,谋杀歌谣,杨皓晨 陈棋尔 赵海宇 沐里,长宁来福士The Bell 钟楼演艺新空间
3,2024-05-25 14:30:00,上海,德米安,夏阳 钟嘉诚,上海大剧院中剧场
4,2024-05-25 14:30:00,上海,嗜血博士,朱微之 何铭海 葛洧吟,星空间1023号·涵金小剧场
5,2024-05-25 14:30:00,上海,桑塔露琪亚,郝李英杰 李政绪 张梁,星空间6号·一台好戏小剧场
6,2024-05-25 14:30:00,上海,FLAMES火焰,洪果 钱蒙楠 汤佳明,星空间4号·缪时客小剧场
7,2024-05-25 14:30:00,上海,嘿！亚利桑那,钱安琪 陈楷 张艺 于梦滢 王壹 宋凯文 脱骁尧,嘿！亚利桑那
8,2024-05-25 14:30:00,上海,少年歌行·梵音谣,廖哲珣 申昊川 缪卓凡 潘华杰,星空间81号·白剧场
9,2024-05-25 14:30:00,上海,梦微之,沈育奇 叶宇锋,星空间33号 鲸·剧场
10,2024-05-25 14:30:00,上海,时光代理人,纪晓坤 郭虹旭 蔡璐 沈恬 张嘉豪,时光剧场
11,2024-05-25 14:30:00,上海,纳尔齐斯与歌尔德蒙,舒杨 李苏霖,星空间74号·缪时客小剧场
12,2024-05-25 17:00:00,上海,LIZZIE丽兹,刘乙萱 郑涵一 周文嘉 宁梦恬,星空间11号·MOriginal Box
13,2024-05-25 17:00:00,上海,疯子与赞美诗,傅祥安 刘朱烨,星空间111号·墨剧场
14,2024-05-25 19:30:00,上海,基督山伯爵,叶麒圣 娄艺潇 孙圣凯 夏振凯 孙葛川野 席同歌 王颢珏 陈恬 丁宇佳 苏晔 于佳鑫 桑可舟,上海文化广场主剧场
15,2024-05-25 19:30:00,上海,德米安,余思冉 崔恩尔,上海大剧院中剧场
16,2024-05-25 19:30:00,上海,嗜血博士,王芯芯 蒋芸 刘晓,星空间1023号·涵金小剧场
17,2024-05-25 19:30:00,上海,桑塔露琪亚,赵霄汉 徐昊 朱亮,星空间6号·一台好戏小剧场
18,2024-05-25 19:30:00,上海,阿波罗尼亚,施博威 姜崃 曹牧之,星空间1号·一台好戏小剧场
19,2024-05-25 19:30:00,上海,FLAMES火焰,陈旭 何铭海 许昌泰,星空间4号·缪时客小剧场
20,2024-05-25 19:30:00,上海,灯塔,赵洪博 王逸飞 遇泓羊,星空间9号·鲸剧场
21,2024-05-25 19:30:00,上海,翻国王棋,郭虹旭 刘阳 郭亢 车鸣笛 周一男 黎珂儿,星空间77号·鲸剧场
22,2024-05-25 19:30:00,上海,阿尔托，梵高,施天玮 宋元明 张琦铭,星空间17号·NFP小剧场
23,2024-05-25 19:30:00,上海,嘿！亚利桑那,冯远 王桓 胡迪 于梦滢 王壹 薛尚文 高尔金宝音,嘿！亚利桑那
24,2024-05-25 19:30:00,上海,爱情神话,施哲明 王昊 蒋倩如 丁臻滢 赵嘉艳 赵毅劼 井彦乔 冯镝霏 Hamza Al-sal 徐磊,临港演艺中心
25,2024-05-25 19:30:00,上海,摇滚太白·诗与星,钱安琪 范可妮 牟潇钰,星空间407号·她剧场
26,2024-05-25 19:30:00,上海,梦微之,余镇鳌 卢翰林,星空间33号 鲸·剧场
27,2024-05-25 19:30:00,上海,时光代理人,丁星辰 朱涵彬 强东玥 沈恬 张智伟,时光剧场
28,2024-05-25 19:30:00,上海,#0528,江泽辰 刘政 刘瀚聪,星空间28号·好好有戏小剧场
29,2024-05-25 19:30:00,上海,谋杀歌谣,刘官卫 孙叶雨 王天择 杜钇樵,长宁来福士The Bell 钟楼演艺新空间
30,2024-05-25 19:30:00,上海,来自月亮的你,朱微之 冯鑫垚 姜义哲 赵子萌,五角场合生汇B2城市集市·L空间
31,2024-05-25 19:30:00,上海,纳尔齐斯与歌尔德蒙,田野 万钰彬,星空间74号·缪时客小剧场
32,2024-05-25 14:30:00,北京,威尼斯商人,鲁芳岐 李嘉骏 郭禹良 云孟和,时间剧场TIME THEATRE
33,2024-05-25 19:30:00,北京,人间失格,刘令飞 白举纲 徐梦迪 亚森 徐梦,天桥艺术中心大剧场
34,2024-05-25 19:30:00,北京,孤独城堡,刘馨悦 江东旭 李依桐,三里屯·爱乐汇艺术空间-时空剧场
35,2024-05-25 11:00:00,成都,熊猫,,熊猫剧院
36,2024-05-25 14:00:00,成都,熊猫,,熊猫剧院
37,2024-05-25 19:30:00,成都,灯塔,韩佳旭 凌锡洋 杜舟,西部文化产业中心·鲸剧场
38,2024-05-25 19:30:00,广州,粉丝来信,赵凡嘉 马海生 郭耀嵘 孙礼杰 张琛 舒荣波 朱家鹏,广东省友谊剧院
39,2024-05-25 19:30:00,广州,阿波罗尼亚,杨宇威 张毅凯 李玉言,阿波罗尼亚·广州馆
40,2024-05-25 15:00:00,武汉,灯塔,刘君豪 刘子赫 刘秫呈,武汉剧院小剧场
41,2024-05-25 15:00:00,武汉,小说,周靖杰 曾阵 罗明晖,武演新空间（梦时代馆）
42,2024-05-25 19:30:00,武汉,灯塔,刘君豪 张鑫澳 罗明晖,武汉剧院小剧场
43,2024-05-25 19:30:00,武汉,小说,唐飞 王博睿 王皓,武演新空间（梦时代馆）
44,2024-05-25 19:30:00,武汉,拜风,杨烁 刘秫呈 刘畅,武汉歌舞剧院520空间
45,2024-05-25 20:00:00,深圳,飞天,高天鹤 李泽美 甘泉 杨璐 何东俊 葛诺亚,深圳大剧院大剧场
46,2024-05-25 14:30:00,南京,狄俄尼索斯,王竞琦 姜呈洋 薛钦元 林甫,布洛幕小剧场
47,2024-05-25 19:30:00,南京,狄俄尼索斯,娄睿 刘牧 薛钦元 陈博翰,布洛幕小剧场
48,2024-05-25 14:00:00,西安,丝路之声,谭建业 田恬 周熙智 李佳璐 张书豪 尉梦飞 杨雨婷 韩烨 林梦圆 殷赫阳,丝路欢乐世界·琴音剧场
49,2024-05-25 19:30:00,苏州,星辰,郑棋元 刘彬濠 方圆 李金哲 黄湙云 王迎月圆,苏州湾大剧院歌剧厅
50,2024-05-25 14:30:00,珠海,南墙计划,徐均朔 李秋盟 刘浩冉 徐杭 李泽熙 吴锦铎 周钰斐 黄可 吴志军 杨济连 赵雅妮 赵钱龙 姜均,珠海金湾艺术中心·大剧院(A馆)
51,2024-05-25 19:00:00,淄博,聊斋·画皮,,淄博剧院
0,2024-05-26 14:00:00,上海,基督山伯爵,叶麒圣 娄艺潇 李炜鹏 姜彬 孙葛川野 席同歌 索朗顿珠 黄恩茹 丁宇佳 刘宇希 于佳鑫 桑可舟,上海文化广场主剧场
1,2024-05-26 14:00:00,上海,翻国王棋,蛋蛋 刘阳 宁梦恬 于滨嘉 李子涵 杨琳,星空间77号·鲸剧场
2,2024-05-26 14:00:00,上海,谋杀歌谣,朱礼顺 陈棋尔 赵海宇 沐里,长宁来福士The Bell 钟楼演艺新空间
3,2024-05-26 14:30:00,上海,德米安,余思冉 崔恩尔,上海大剧院中剧场
4,2024-05-26 14:30:00,上海,嗜血博士,朱微之 汤佳明 杨颖,星空间1023号·涵金小剧场
5,2024-05-26 14:30:00,上海,桑塔露琪亚,李存贤 邵奕磊 吴以瀚,星空间6号·一台好戏小剧场
6,2024-05-26 14:30:00,上海,FLAMES火焰,陈旭 田野 相征,星空间4号·缪时客小剧场
7,2024-05-26 14:30:00,上海,辛吉路的画材店,朱羿达 姜义哲 顾易,星空间2号·好好有戏剧场
8,2024-05-26 14:30:00,上海,嘿！亚利桑那,钱安琪 刘瀚聪 刘勃汐 王玙璠 王壹 孙金瀚 脱骁尧,嘿！亚利桑那
9,2024-05-26 14:30:00,上海,梦微之,许昌泰 赵洪博,星空间33号 鲸·剧场
10,2024-05-26 14:30:00,上海,时光代理人,井彦乔 朱涵彬 强东玥 洪果 张智伟,时光剧场
11,2024-05-26 17:00:00,上海,LIZZIE丽兹,丁辰西 郑涵一 刘烨 赵雨卉,星空间11号·MOriginal Box
12,2024-05-26 17:00:00,上海,彗星来电,周文嘉 徐佳文 施博威,星空间3号·MOriginal Box
13,2024-05-26 17:00:00,上海,疯子与赞美诗,张铎 周一男,星空间111号·墨剧场
14,2024-05-26 19:30:00,上海,基督山伯爵,阿云嘎 娄艺潇 李炜鹏 夏振凯 孙葛川野 周默涵 索朗顿珠 黄恩茹 丁宇佳 刘宇希 于佳鑫 桑可舟,上海文化广场主剧场
15,2024-05-26 19:30:00,上海,德米安,毛二 徐昊,上海大剧院中剧场
16,2024-05-26 19:30:00,上海,嗜血博士,阿拉丁 何铭海 葛洧吟,星空间1023号·涵金小剧场
17,2024-05-26 19:30:00,上海,桑塔露琪亚,曹牧之 姜崃 张梁,星空间6号·一台好戏小剧场
18,2024-05-26 19:30:00,上海,阿波罗尼亚,陈科铭 宋周鑫 陈楷,星空间1号·一台好戏小剧场
19,2024-05-26 19:30:00,上海,小说,许昌泰 万钰彬 纪晓坤,星空间115号·缪时客小剧场
20,2024-05-26 19:30:00,上海,辛吉路的画材店,李珏 左溢 王颢珏,星空间2号·好好有戏剧场
21,2024-05-26 19:30:00,上海,翻国王棋,邵玎 遇泓羊 申霓 薛尚文 刘明明 张烜尔,星空间77号·鲸剧场
22,2024-05-26 19:30:00,上海,时光代理人,丁星辰 吴以瀚 钱安琪 李恩妤 宋元明,时光剧场
23,2024-05-26 19:30:00,上海,#0528,赵霄汉 田野 刘瀚聪,星空间28号·好好有戏小剧场
24,2024-05-26 19:30:00,上海,谋杀歌谣,杨皓晨 孙叶雨 姜呈洋 杜钇樵,长宁来福士The Bell 钟楼演艺新空间
25,2024-05-26 19:30:00,上海,来自月亮的你,顾易 陶文文 姜义哲 于梦滢,五角场合生汇B2城市集市·L空间
26,2024-05-26 14:00:00,北京,人间失格,白举纲 刘令飞 徐梦迪 亚森 徐梦,天桥艺术中心大剧场
27,2024-05-26 14:00:00,北京,秋裤和擀面杖,张赛怡 牟潇钰 王凌毅 吴勃臻 肖颖婕,三里屯·爱乐汇艺术空间-时空剧场
28,2024-05-26 11:00:00,成都,熊猫,,熊猫剧院
29,2024-05-26 14:00:00,成都,熊猫,,熊猫剧院
30,2024-05-26 14:30:00,成都,灯塔,廖城志 吕凯 傅郅宸,西部文化产业中心·鲸剧场
31,2024-05-26 15:00:00,成都,貂蝉，你在想什么？,陈雨秋 董志勇 刘威 郭颂兰 王胜强,四川歌舞大剧院
32,2024-05-26 14:30:00,广州,阿波罗尼亚,郭洧江 赵嘉恒 李玉言,阿波罗尼亚·广州馆
33,2024-05-26 19:30:00,广州,粉丝来信,徐均朔 刘岩 郭耀嵘 孙礼杰 张琛 舒荣波 朱家鹏,广东省友谊剧院
34,2024-05-26 15:00:00,武汉,灯塔,刘君豪 刘子赫 王皓,武汉剧院小剧场
35,2024-05-26 15:00:00,武汉,小说,周靖杰 王博睿 张鑫澳,武演新空间（梦时代馆）
36,2024-05-26 20:00:00,深圳,飞天,高天鹤 李泽美 苏锡凡 杨璐 何东俊 葛诺亚,深圳大剧院大剧场
37,2024-05-26 15:00:00,南京,狄俄尼索斯,吴欣怡 刘牧 王瑞 陈博翰,布洛幕小剧场
38,2024-05-26 14:00:00,西安,丝路之声,谭建业 田恬 周熙智 孙晶俐 张书豪 尉梦飞 杨雨婷 王笑语 林梦圆 殷赫阳,丝路欢乐世界·琴音剧场
0,2024-05-27 19:30:00,上海,基督山伯爵,阿云嘎 徐丽东 孙圣凯 夏振凯 孙葛川野 席同歌 索朗顿珠 陈恬 丁宇佳 刘宇希 丁臻滢 郝晓辉,上海文化广场主剧场
1,2024-05-27 19:30:00,上海,时光代理人,王逸飞 郭虹旭 左一平 洪果 李泽熙,时光剧场
2,2024-05-27 11:00:00,成都,熊猫,,熊猫剧院
3,2024-05-27 14:00:00,成都,熊猫,,熊猫剧院
0,2024-05-28 19:30:00,上海,基督山伯爵,叶麒圣 徐丽东 孙圣凯 姜彬 孙葛川野 周默涵 索朗顿珠 陈恬 丁宇佳 刘宇希 丁臻滢 郝晓辉,上海文化广场主剧场
1,2024-05-28 19:30:00,上海,桑塔露琪亚,李存贤 李政绪 张梁,星空间6号·一台好戏小剧场
2,2024-05-28 19:30:00,上海,纳尔齐斯与歌尔德蒙,何铭海 李苏霖,星空间74号·缪时客小剧场
3,2024-05-28 19:30:00,广州,阿波罗尼亚,杨宇威 张毅凯 李坤嘉,阿波罗尼亚·广州馆
4,2024-05-28 19:30:00,武汉,绽放,谭维维 淮梓伦 代玮 袁子玉 徐梦丹 王迎月圆 桑云龙 许越,琴台大剧院
5,2024-05-28 14:00:00,西安,丝路之声,谭建业 田恬 周熙智 孙晶俐 张书豪 尉梦飞 杨雨婷 韩烨 林梦圆 殷赫阳,丝路欢乐世界·琴音剧场
0,2024-05-29 19:30:00,上海,德米安,郭耀嵘 刘乙萱,上海大剧院中剧场
1,2024-05-29 19:30:00,上海,忠诚,马良 夏振凯 王樵知 胡超政 黄可 袁野 张呈吉 徐奕然,上音歌剧院歌剧厅
2,2024-05-29 19:30:00,上海,嗜血博士,朱微之 汤邵文 赵子萌,星空间1023号·涵金小剧场
3,2024-05-29 19:30:00,上海,桑塔露琪亚,赵霄汉 王天择 陈科铭,星空间6号·一台好戏小剧场
4,2024-05-29 19:30:00,上海,阿波罗尼亚,朱亮 姜崃 牛博为,星空间1号·一台好戏小剧场
5,2024-05-29 19:30:00,上海,辛吉路的画材店,温升宝 叶宇锋 施博威,星空间2号·好好有戏剧场
6,2024-05-29 19:30:00,上海,翻国王棋,邵玎 李秋盟 宁梦恬 车鸣笛 刘明明 黎珂儿,星空间77号·鲸剧场
7,2024-05-29 19:30:00,上海,谋杀歌谣,范金锴 陈棋尔 姜呈洋 刘晓,长宁来福士The Bell 钟楼演艺新空间
8,2024-05-29 11:00:00,成都,熊猫,,熊猫剧院
9,2024-05-29 14:00:00,成都,熊猫,,熊猫剧院
10,2024-05-29 19:30:00,广州,阿波罗尼亚,王博睿 周靖杰 李坤嘉,阿波罗尼亚·广州馆
11,2024-05-29 19:30:00,武汉,绽放,袁东方 淮梓伦 代玮 袁子玉 徐梦丹 王迎月圆 桑云龙 许越,琴台大剧院
12,2024-05-29 14:00:00,西安,丝路之声,谭建业 田恬 周熙智 孙晶俐 张书豪 尉梦飞 杨雨婷 王笑语 王雨 殷赫阳,丝路欢乐世界·琴音剧场
13,2024-05-29 20:00:00,珠海,雄狮少年,郑君炽 许乐 陈洁仪 覃一凡 冯志佑 刘兆康,珠海金湾艺术中心·大剧院(A馆)
14,2024-05-29 19:30:00,南通,下一站爱人,王天一 琚睿琪 倪俊 陆涵艺,南通更俗剧院
0,2024-05-30 19:30:00,上海,德米安,李苏霖 汤佳明,上海大剧院中剧场
1,2024-05-30 19:30:00,上海,忠诚,马良 夏振凯 王樵知 方书剑 毛珏懿 袁野 张呈吉 徐奕然,上音歌剧院歌剧厅
2,2024-05-30 19:30:00,上海,嗜血博士,王芯芯 孙乐仟 刘晓,星空间1023号·涵金小剧场
3,2024-05-30 19:30:00,上海,桑塔露琪亚,郝李英杰 姜崃 张梁,星空间6号·一台好戏小剧场
4,2024-05-30 19:30:00,上海,阿波罗尼亚,陈科铭 李政绪 赵霄汉,星空间1号·一台好戏小剧场
5,2024-05-30 19:30:00,上海,谋杀歌谣,刘官卫 孙叶雨 王烨 刘禹彤,长宁来福士The Bell 钟楼演艺新空间
6,2024-05-30 19:30:00,北京,想把我唱给您听,,小柯剧场
7,2024-05-30 11:00:00,成都,熊猫,,熊猫剧院
8,2024-05-30 14:00:00,成都,熊猫,,熊猫剧院
9,2024-05-30 19:30:00,广州,阿波罗尼亚,王博睿 周靖杰 杜航,阿波罗尼亚·广州馆
10,2024-05-30 14:00:00,西安,丝路之声,谭建业 田恬 周熙智 李佳璐 张书豪 尉梦飞 杨雨婷 王笑语 王雨 殷赫阳,丝路欢乐世界·琴音剧场
11,2024-05-30 20:00:00,珠海,雄狮少年,郑君炽 许乐 陈洁仪 覃一凡 冯志佑 刘兆康,珠海金湾艺术中心·大剧院(A馆)
0,2024-05-31 14:30:00,上海,忠诚,韦宗园 张呈吉 郑涵一 江真仪 朱涵彬 刘泉君 李思影 维娜·伊力亚 庞华谦 戴家晟 孙邵 沈育奇,上音歌剧院歌剧厅
1,2024-05-31 19:30:00,上海,人间失格,刘令飞 白举纲 李炜铃 张玮伦 张沁丹,上海大剧院大剧场
2,2024-05-31 19:30:00,上海,德米安,余思冉 崔恩尔,上海大剧院中剧场
3,2024-05-31 19:30:00,上海,忠诚,韦宗园 张呈吉 韩冰儿 谢金格 朱涵彬 刘泉君 罗晓筱 周翊萱 王浩然 戴家晟 孙邵 沈育奇,上音歌剧院歌剧厅
4,2024-05-31 19:30:00,上海,嗜血博士,毛二 何铭海 洪果,星空间1023号·涵金小剧场
5,2024-05-31 19:30:00,上海,桑塔露琪亚,曹牧之 邵奕磊 陈科铭,星空间6号·一台好戏小剧场
6,2024-05-31 19:30:00,上海,阿波罗尼亚,朱亮 姜崃 陈志,星空间1号·一台好戏小剧场
7,2024-05-31 19:30:00,上海,FLAMES火焰,陈旭 田野 汤佳明,星空间4号·缪时客小剧场
8,2024-05-31 19:30:00,上海,辛吉路的画材店,温升宝 牛博为 林大钦,星空间2号·好好有戏剧场
9,2024-05-31 19:30:00,上海,嘿！亚利桑那,马小乔 刘瀚聪 王逸飞 张烜尔 李泽晨 薛尚文 陈旭茂,嘿！亚利桑那
10,2024-05-31 19:30:00,上海,摇滚太白·诗与星,左一平 杜钇樵 温雅祺,星空间407号·她剧场
11,2024-05-31 19:30:00,上海,少年歌行·梵音谣,赵嘉豪 张力升 范浩泽 王梓,星空间81号·白剧场
12,2024-05-31 19:30:00,上海,梦微之,许昌泰 叶宇锋,星空间33号 鲸·剧场
13,2024-05-31 19:30:00,上海,#0528,李存贤 余镇鳌 施博威,星空间28号·好好有戏小剧场
14,2024-05-31 19:30:00,上海,谋杀歌谣,杨皓晨 赵雨卉 赵海宇 沐里,长宁来福士The Bell 钟楼演艺新空间
15,2024-05-31 19:30:00,上海,来自月亮的你,朱微之 严小北 崔承宇 王玙璠,五角场合生汇B2城市集市·L空间
16,2024-05-31 20:00:00,上海,彗星来电,丁辰西 徐佳文 曹屿辰,星空间3号·MOriginal Box
17,2024-05-31 19:30:00,北京,想把我唱给您听,,小柯剧场
18,2024-05-31 19:30:00,北京,婚礼歌手,王培杰 冯鑫垚 杨映宇 曹小欠儿 桑可舟 帕赛 文颖倩 乌尼思 赵梓岑,朝阳剧场
19,2024-05-31 11:00:00,成都,熊猫,,熊猫剧院
20,2024-05-31 14:00:00,成都,熊猫,,熊猫剧院
21,2024-05-31 19:30:00,成都,灯塔,郑金铠 赵奕然 陈志鹏,西部文化产业中心·鲸剧场
22,2024-05-31 19:30:00,成都,貂蝉，你在想什么？,陈雨秋 董志勇 刘威 郭颂兰 王胜强,四川歌舞大剧院
23,2024-05-31 19:30:00,广州,阿波罗尼亚,杨宇威 张毅凯 杜航,阿波罗尼亚·广州馆
24,2024-05-31 19:30:00,武汉,灯塔,黄磊 陈梓煊 刘秫呈,武汉剧院小剧场
25,2024-05-31 19:30:00,武汉,小说,韩佳旭 王博睿 张鑫澳,武演新空间（梦时代馆）
26,2024-05-31 19:30:00,武汉,拜风,黄晓迪 刘秫呈 王淑雅,武汉歌舞剧院520空间
27,2024-05-31 20:00:00,深圳,觉醒年代,李乐尧 于晓璘 侯京健 武阳坤 杨亚辉 吕润桐 李雨鈊 邓欣锐 张嘉宇 朱家鹏 刘思杰 柏宇豪 刘朱烨,深圳保利剧院
28,2024-05-31 19:30:00,南京,基督山伯爵,叶麒圣 娄艺潇 孙圣凯 姜彬 孙葛川野 周默涵 王颢珏 明家歆 丁宇佳 刘宇希 于佳鑫 郝晓辉,江苏大剧院歌剧厅
29,2024-05-31 19:30:00,南京,狄俄尼索斯,王竞琦 姜呈洋 陈晨 褚威,布洛幕小剧场
30,2024-05-31 14:00:00,西安,丝路之声,谭建业 田恬 周熙智 孙晶俐 张书豪 尉梦飞 孙紫薇 韩烨 王雨 殷赫阳,丝路欢乐世界·琴音剧场
31,2024-05-31 19:30:00,合肥,求婚女王,李佳妮,合肥开心麻花 花花世界剧场(车桥新界店)
32,2024-05-31 19:30:00,永州,致青春,王帅 陈莹 邝丹洁,永州国际文化艺术中心
0,2024-06-01 14:00:00,上海,谋杀歌谣,范金锴 陈棋尔 王烨 沐里,长宁来福士The Bell 钟楼演艺新空间
1,2024-06-01 14:30:00,上海,德米安,赵凡嘉 张玮伦,上海大剧院中剧场
2,2024-06-01 14:30:00,上海,嗜血博士,沈育奇 朱涵彬 潘珏辰,星空间1023号·涵金小剧场
3,2024-06-01 14:30:00,上海,小说,徐佳文 汤佳明 徐步超,星空间115号·缪时客小剧场
4,2024-06-01 14:30:00,上海,FLAMES火焰,洪果 钟嘉诚 夏阳,星空间4号·缪时客小剧场
5,2024-06-01 14:30:00,上海,辛吉路的画材店,郭洧江 叶宇锋 顾易,星空间2号·好好有戏剧场
6,2024-06-01 14:30:00,上海,灯塔,宋凯文 尹智博 孙欣业,星空间9号·鲸剧场
7,2024-06-01 14:30:00,上海,嘿！亚利桑那,陈玉婷 陈楷 刘勃汐 王玙璠 郭俊宇 李子涵 陈旭茂,嘿！亚利桑那
8,2024-06-01 14:30:00,上海,摇滚太白·诗与星,胥子含 范可妮 许诗翊,星空间407号·她剧场
9,2024-06-01 14:30:00,上海,时光代理人,王逸飞 吴以瀚 左一平 邹子月 许放星,时光剧场
10,2024-06-01 14:30:00,上海,来自月亮的你,王天择 孙叶雨 姜义哲 于梦滢,五角场合生汇B2城市集市·L空间
11,2024-06-01 14:30:00,上海,纳尔齐斯与歌尔德蒙,朱微之 白一博,星空间74号·缪时客小剧场
12,2024-06-01 17:00:00,上海,LIZZIE丽兹,丁辰西 马小乔 李梓溪 宁梦恬,星空间11号·MOriginal Box
13,2024-06-01 19:30:00,上海,人间失格,白举纲 刘令飞 李炜铃 张玮伦 张沁丹,上海大剧院大剧场
14,2024-06-01 19:30:00,上海,德米安,李苏霖 徐昊,上海大剧院中剧场
15,2024-06-01 19:30:00,上海,南墙计划,徐均朔 马良 刘浩冉 徐奕然 李泽熙 吴锦铎 赵丹霓 李恩妤 吴志军 杨济连 赵雅妮 赵钱龙 姜均,上海保利大剧院大剧场
16,2024-06-01 19:30:00,上海,嗜血博士,施天玮 徐步超 罗玉玲,星空间1023号·涵金小剧场
17,2024-06-01 19:30:00,上海,桑塔露琪亚,牛博为 邵奕磊 陈科铭,星空间6号·一台好戏小剧场
18,2024-06-01 19:30:00,上海,阿波罗尼亚,徐杭 张智涵 李存贤,星空间1号·一台好戏小剧场
19,2024-06-01 19:30:00,上海,FLAMES火焰,蔡馨怡 何铭海 万钰彬,星空间4号·缪时客小剧场
20,2024-06-01 19:30:00,上海,辛吉路的画材店,曹屿辰 姜义哲 井彦乔,星空间2号·好好有戏剧场
21,2024-06-01 19:30:00,上海,灯塔,郭洧江 孙博 孙欣业,星空间9号·鲸剧场
22,2024-06-01 19:30:00,上海,阿尔托，梵高,邵立君 宋元明 智博闻,星空间17号·NFP小剧场
